objectnumber,totaluniquepageviews,culture,imagepermissionlevel,rank,dated,id,title,url
2007.184.2.108.2,5,American,0,128035,1967-68,322807,"Untitled (soldiers sitting on large cylinder resting, Vietnam)",https://www.harvardartmuseums.org/collections/object/322807
S10.51.1,18,Dutch,0,260074,17th century,93195,Herdsman Drinking from his Hat,https://www.harvardartmuseums.org/collections/object/93195
G5206,1,English,0,197105,16th century,277556,"Illustration XLVII: the 11th figure: John is given a reed to measure the temple of God, the altar, and those that worship therein. God will empower two witnesses to prophesy who are to be killed by the beast (Revelation 11).",https://www.harvardartmuseums.org/collections/object/277556
1985.174,1,Near Eastern,0,107417,c. 2000-1550 BCE,289039,Amphoriskos,https://www.harvardartmuseums.org/collections/object/289039
4.2002.3040,1,American,1,22189,c. 1950,139387,Untitled (wedding party and guests outside church),https://www.harvardartmuseums.org/collections/object/139387
1943.1251.A,61,British,0,70019,before 1810,229808,Small Plate with Egyptian Decoration,https://www.harvardartmuseums.org/collections/object/229808
R1861,18,British,0,245963,18th century,248851,Offspring of Love,https://www.harvardartmuseums.org/collections/object/248851
2009.202.32,16,Indian,0,134093,c. 1730,199174,Enraged Elephant with Mahout,https://www.harvardartmuseums.org/collections/object/199174
1978.85,20,Flemish,0,98921,15th century,227507,Madonna and Child,https://www.harvardartmuseums.org/collections/object/227507
1944.55.56,0,French,0,71473,17th-19th century,229215,Wine taster's cup,https://www.harvardartmuseums.org/collections/object/229215
Straus.6747,0,,0,268306,,346240,"X-radiograph(s) of ""Daniel Waldo Sr.""",https://www.harvardartmuseums.org/collections/object/346240
M23130,4,American,1,225025,1940,254113,Liliputians Examining Gulliver's Possessions,https://www.harvardartmuseums.org/collections/object/254113
BRGA.22.114,9,German,0,161821,c. 1928,29893,"Housing Development, Dessau-Törten, 1926-1928",https://www.harvardartmuseums.org/collections/object/29893
R13464,7,Italian,0,254930,18th century,245495,Visitation,https://www.harvardartmuseums.org/collections/object/245495
R5182,12,Dutch,0,248655,1571,245033,Martyrdom of Saint Lawrence,https://www.harvardartmuseums.org/collections/object/245033
S7.117.6,2,Italian,0,258846,17th century,235961,Travelers Seated by a Wall,https://www.harvardartmuseums.org/collections/object/235961
M12060,7,Italian,1,212824,1930,261818,Natural Death,https://www.harvardartmuseums.org/collections/object/261818
1999.76.9,6,Swiss,1,120522,1998,193629,"abrikostraeerne findes, abrikostraeerne findes",https://www.harvardartmuseums.org/collections/object/193629
BRLF.405.9,0,,1,174231,unknown,38989,[Drawing by Lyonel Feininger on easel],https://www.harvardartmuseums.org/collections/object/38989
M2869.20.10,0,Italian,0,204517,18th century,57615,Design for Two Chimneypieces,https://www.harvardartmuseums.org/collections/object/57615
3.2002.1442,1,European?,0,12255,c. 1903,153614,"Defectives, Insane: Belgium. Namur. Asile St. Martin: Asile St. Martin, Maison de Santé, Namur, Belgium (Lunatic Asylum for Men): Courtyard.",https://www.harvardartmuseums.org/collections/object/153614
BR63.2257,2,German,1,156753,8/29/1923,163204,Untitled [Kötschau],https://www.harvardartmuseums.org/collections/object/163204
1951.31.4.51,0,Roman,0,73404,379-395 CE,197372,Coin of Theodosius I,https://www.harvardartmuseums.org/collections/object/197372
R6375,0,French,0,249717,19th century,240933,Villeneuve-la-Garenne,https://www.harvardartmuseums.org/collections/object/240933
2.2002.269,27,American,1,4069,1985,148806,All the Warheads in the U.S. Nuclear Arsenal,https://www.harvardartmuseums.org/collections/object/148806
BR50.393,2,,0,151488,20th century,220054,(Documentary photograph),https://www.harvardartmuseums.org/collections/object/220054
1986.540.73,0,Greek,0,111267,407 BCE-340 BCE,177622,Coin of Thermae,https://www.harvardartmuseums.org/collections/object/177622
S8.6.2,39,Italian,0,259303,16th century,237030,The Fall of Jericho,https://www.harvardartmuseums.org/collections/object/237030
CW2001.1145,0,American,0,189971,1972,145634,"Sculpture specification: sketches for sculptures, 1972",https://www.harvardartmuseums.org/collections/object/145634
BRGA.97.217,28,American,0,166328,c. 1942-1952,51798,"""Packaged House"" System, 1942-1952",https://www.harvardartmuseums.org/collections/object/51798
2003.20,38,Anglo-Saxon,0,124075,6th-7th century,93547,Circular Attachment with Stylized Dragon,https://www.harvardartmuseums.org/collections/object/93547
G5497,7,German,0,197395,15th-16th century,276335,Illustration XIX,https://www.harvardartmuseums.org/collections/object/276335
M5529,0,Italian,0,207360,15th century,252546,Water-work in the garden of the island of Venus,https://www.harvardartmuseums.org/collections/object/252546
3.2002.1571,1,European?,0,12571,c. 1903,153696,"Health, Baths: Great Britain, England. Manchester. Public Baths: Social Conditions in Manchester, England, 1903",https://www.harvardartmuseums.org/collections/object/153696
P1982.359.80,46,British,0,239238,1862-1888,317556,"Untitled (watercolor drawing inscribed ""GAED 1868"" surround by painted ribbon motif with ovals (some w/photographs) incorporated; clockwise from top center, Earl and Countess of Fife; Lady A. Duff; Mr. A. Hope; Viscount Holmesdale; Lady Mary Filmer; Sir Edmund Filmer; Viscountess Holmesdale; Lady A. Duff; Lady A. Duff; verso: photograph, group of 12 unidentified people seated on steps in front of building, woman on far left holding dog)",https://www.harvardartmuseums.org/collections/object/317556
M26540,10,American,1,230151,2003,31113,Paper Dolls,https://www.harvardartmuseums.org/collections/object/31113
BR68.25,9,German,1,159743,1919,222674,Kneeling Woman with Dying Child,https://www.harvardartmuseums.org/collections/object/222674
Straus.6261,0,,0,267821,,345754,"X-radiograph(s) of ""Landscape""",https://www.harvardartmuseums.org/collections/object/345754
1957.128.15,33,Italian,1,82796,20th century,297047,Sheet of Sketches,https://www.harvardartmuseums.org/collections/object/297047
1976.40.313,2,Roman,0,93080,335-336,183461,"Coin (AE4) of Constantine II, Aquileia",https://www.harvardartmuseums.org/collections/object/183461
4.2002.11510,0,American,0,30613,c. 1960,131043,"Untitled (pool at the Colony Beach Club Resort, Florida)",https://www.harvardartmuseums.org/collections/object/131043
M2869.2.10,6,Italian,0,203648,18th century,70227,View of another part of the tomb chamber of L. Arruntius,https://www.harvardartmuseums.org/collections/object/70227
1983.118,49,Italian,0,104687,16th century,295177,"Saint John the Baptist, after the S. Lorenzo Giustiniani Altarpiece; verso:...",https://www.harvardartmuseums.org/collections/object/295177
M2274,346,Swiss,0,203063,19th century,252930,"Lion, Lying Down",https://www.harvardartmuseums.org/collections/object/252930
2008.115.12,3,Greek,0,132469,460-440 BCE,191618,Tetradrachm of Akragas,https://www.harvardartmuseums.org/collections/object/191618
P1970.2270,1,American,0,232863,"January 26, 1960-February 2, 1960",302238,"Untitled (Borobudur, Java)",https://www.harvardartmuseums.org/collections/object/302238
M21357,5,French,0,221940,1852-1859,265015,Herd of Cows,https://www.harvardartmuseums.org/collections/object/265015
2019.315.91,0,American,0,144251,2019,366680,Wind Turnbines,https://www.harvardartmuseums.org/collections/object/366680
2000.194.18,24,Neo-Assyrian,0,121426,883-612 BCE,169292,Cylinder Seal: Two Worshippers Flanking a Tree,https://www.harvardartmuseums.org/collections/object/169292
Straus.5569,0,,0,267130,,345062,"X-radiograph(s) of ""Triptych: Madonna Enthroned with Saints and Adam and Eve""",https://www.harvardartmuseums.org/collections/object/345062
M1683,0,French,0,202497,16th century,272045,Letter P,https://www.harvardartmuseums.org/collections/object/272045
1978.495.228.A-G,3,,0,100011,,77137,7 Ceramic Fragments,https://www.harvardartmuseums.org/collections/object/77137
M24083,18,American,1,226218,1993,194325,The Painter,https://www.harvardartmuseums.org/collections/object/194325
5.2002.549,5,American,1,42063,"August 23, 1940",144234,Twin Coach Bus 2202 Unloading in Kenmore Sq.,https://www.harvardartmuseums.org/collections/object/144234
2.2002.831,9,American,0,4491,1916,155279,R. A. Cram,https://www.harvardartmuseums.org/collections/object/155279
BRGA.21.30,96,German,0,161422,1925-1926,217791,"Bauhaus Masters' Housing, Dessau, 1925-1926: Double house: first floor plan, 1:100",https://www.harvardartmuseums.org/collections/object/217791
1995.378.5,14,German,1,116573,1978,218416,"Untitled, from the portfolio ""Sand Drawings""",https://www.harvardartmuseums.org/collections/object/218416
BR63.3811,2,German?,1,158308,undated,162045,Untitled [Man and Woman Walking; Horse and Cart with Barrels]; verso: Untitled [Walking Woman with Bundle],https://www.harvardartmuseums.org/collections/object/162045
3.2002.12,10,Belgian,0,8877,1901,160090,"Recreation, Outings: Belgium. Antwerp. ""Diesterweg,"" Vacation School Colony: Diesterweg's Schoolkoloniën 1901",https://www.harvardartmuseums.org/collections/object/160090
1933.4.2527,72,Japanese,0,59489,"Edo period, datable to 1813",207181,"Beauties from Osaka, Edo and Kyoto by Utamaro, Kunisada and Tsukimaro, with poems by Santō Kyōzan, Tatekawa Danjūrō and Jippensha Ikkusen",https://www.harvardartmuseums.org/collections/object/207181
1933.4.2531,26,Japanese,0,59493,,206751,"""STREET SCENE""",https://www.harvardartmuseums.org/collections/object/206751
R7568,0,German,0,250812,18th century,242275,Christian Fürchtegott Gellert,https://www.harvardartmuseums.org/collections/object/242275
2007.184.2.477.3,3,American,0,130112,1965-1968,326573,"Untitled (doctors in lounge, nurse pouring coffee)",https://www.harvardartmuseums.org/collections/object/326573
M20493,0,American,1,221019,20th century,261725,Plate III,https://www.harvardartmuseums.org/collections/object/261725
1982.99.346,2,Greek,0,103992,,173302,"Coin of Sicily, Uncertain Mint",https://www.harvardartmuseums.org/collections/object/173302
G2364,19,Dutch,0,194558,17th century,276773,"Jacobo Gouters (Jacques Gaultier), French Lutenist in London",https://www.harvardartmuseums.org/collections/object/276773
P1985.9.11,3,Scottish,0,240035,1868,284352,Close No. 80 High Street,https://www.harvardartmuseums.org/collections/object/284352
2001.295,4,American,1,122594,1978,305667,Cunningham's Farm - Fields on the South Side of the Road,https://www.harvardartmuseums.org/collections/object/305667
4.2002.15537,1,American,0,34428,1947,126746,Untitled (woman in car with dog),https://www.harvardartmuseums.org/collections/object/126746
1995.184,21,American,0,116152,20th century,303458,Male Nude,https://www.harvardartmuseums.org/collections/object/303458
4.2002.13319,0,American,0,32351,1940s,129185,Untitled (re-photographed hand worked portrait of a woman),https://www.harvardartmuseums.org/collections/object/129185
1980.86.155,1,Roman Provincial,0,102510,41-54 CE,175596,Coin of Anazarbos under Claudius,https://www.harvardartmuseums.org/collections/object/175596
M21753,1,American,1,222341,1970,260618,Love it or Leave it,https://www.harvardartmuseums.org/collections/object/260618
1981.74.509,0,Greek,0,103285,,182687,Coin of Euridikeia,https://www.harvardartmuseums.org/collections/object/182687
3.2002.3567.3,1,American,0,18470,1904,314782,"Races, Jews: United States. New Jersey. Woodbine. Baron de Hirsch Agricultural and Industrial School: Woodbine Settlement and School, Woodbine, N.J. Baron de Hirsch Fund.: Exhibit V. Ballots of Borough of Woodbine.: 3. Borough of Woodbine. Election, March 8th, 1904.",https://www.harvardartmuseums.org/collections/object/314782
3.2002.3017.1,0,American,0,16806,c. 1903,313649,"Social Settlements: United States. Massachusetts. Boston. ""Ellis Memorial and Eldridge House"": Ellis Memorial and Eldridge House, Boston, Mass.: Annual Field Day. May 30th.",https://www.harvardartmuseums.org/collections/object/313649
4.2002.8104,0,American,0,27181,1963,134191,Untitled (people eating and drinking on a  small boat),https://www.harvardartmuseums.org/collections/object/134191
2007.184.2.295,0,American,0,129132,1967-68,321861,"Untitled (soldiers and tanks, Vietnam)",https://www.harvardartmuseums.org/collections/object/321861
1943.1783,33,Persian,0,70647,19th century,214570,Kerman Carpet (pair with 1943.1784),https://www.harvardartmuseums.org/collections/object/214570
BR72.13.14,7,German,0,160109,1920,222774,Kritiker als Akrobat,https://www.harvardartmuseums.org/collections/object/222774
1977.216.115,0,Roman,0,95816,,288082,FRAGMENT OF ROMAN MARBLE.FOUND AT ROME.,https://www.harvardartmuseums.org/collections/object/288082
P1970.2695,3,American,0,233278,July 1938-August 1938,302674,"Untitled (Main and Court Streets, Circleville, Ohio)",https://www.harvardartmuseums.org/collections/object/302674
R9061,6,French,0,252232,18th century,239423,The Samaritan,https://www.harvardartmuseums.org/collections/object/239423
3.2002.2940.1,1,American,0,16517,c. 1903,313427,"Social Settlements: United States. Kentucky. Hindman. ""Log Cabin Social Settlement"": The Log Cabin Social Settlement, Hindman, Ky.: A Ford.",https://www.harvardartmuseums.org/collections/object/313427
G1393,21,Dutch,0,193651,17th century,275042,Illustrations to Reinecke Fuchs,https://www.harvardartmuseums.org/collections/object/275042
1974.27.411,2,Roman Provincial,0,91861,1st century CE,72265,Coin of Tiberius (?) from an Uncertain Mint,https://www.harvardartmuseums.org/collections/object/72265
1903.26,14,French,0,49834,c. 1902,231925,Francesco Gonzaga (1444-1483),https://www.harvardartmuseums.org/collections/object/231925
G4551,0,British,0,196543,18th-19th century,246343,Number Seven,https://www.harvardartmuseums.org/collections/object/246343
3.2002.2302.1,0,American,0,14671,c. 1903,7538,"Industrial Problems, Welfare Work: United States. Massachusetts. Ludlow. Ludlow Manufacturing Association: Industrial Housing: Detached Dwellings Frame Construction: Ludlow Manufacturing Associates",https://www.harvardartmuseums.org/collections/object/7538
1960.210,4,German,0,84382,18th century,296953,Farmyard with a Young Couple at a Well with Cows and Goats,https://www.harvardartmuseums.org/collections/object/296953
